Path,Longitude,Latitude,Altitude,TimeStamp
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0128.JPG,85.51184492,22.59908739,286.145,2019:08:11 11:00:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0129.JPG,85.51168836,22.59901172,286.129,2019:08:11 11:00:08
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0130.JPG,85.51153289,22.59893903,286.112,2019:08:11 11:00:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0131.JPG,85.51137711,22.598865,286.073,2019:08:11 11:00:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0132.JPG,85.51122197,22.59879083,286.072,2019:08:11 11:00:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0133.JPG,85.51106664,22.59871511,286.08,2019:08:11 11:00:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0134.JPG,85.51091067,22.59864231,286.119,2019:08:11 11:00:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0135.JPG,85.51075428,22.59856764,286.128,2019:08:11 11:00:26
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0136.JPG,85.51059939,22.59849389,286.122,2019:08:11 11:00:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0137.JPG,85.51044231,22.59841975,286.102,2019:08:11 11:00:32
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0138.JPG,85.51028772,22.59834592,286.066,2019:08:11 11:00:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0139.JPG,85.51013117,22.59827042,286.103,2019:08:11 11:00:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0140.JPG,85.50997578,22.59819686,286.118,2019:08:11 11:00:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0141.JPG,85.50981911,22.59812264,286.114,2019:08:11 11:00:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0142.JPG,85.50966386,22.59804822,286.092,2019:08:11 11:00:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0143.JPG,85.50950892,22.59797286,286.121,2019:08:11 11:00:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0144.JPG,85.50935467,22.59789864,286.107,2019:08:11 11:00:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0145.JPG,85.50919819,22.59782311,286.097,2019:08:11 11:00:56
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0146.JPG,85.50904347,22.59774778,286.124,2019:08:11 11:00:59
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0147.JPG,85.50888742,22.59767233,286.114,2019:08:11 11:01:02
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0148.JPG,85.50873378,22.59759628,286.061,2019:08:11 11:01:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0149.JPG,85.50857683,22.59752142,286.089,2019:08:11 11:01:08
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0150.JPG,85.50842292,22.59744681,286.087,2019:08:11 11:01:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0151.JPG,85.50826678,22.59737133,286.09,2019:08:11 11:01:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0152.JPG,85.50811275,22.59729669,286.086,2019:08:11 11:01:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0153.JPG,85.50795656,22.59722131,286.079,2019:08:11 11:01:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0154.JPG,85.50780244,22.59714608,286.113,2019:08:11 11:01:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0155.JPG,85.50764708,22.59707097,286.08,2019:08:11 11:01:26
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0156.JPG,85.50749317,22.59699514,286.073,2019:08:11 11:01:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0157.JPG,85.50733658,22.59692053,286.128,2019:08:11 11:01:32
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0158.JPG,85.50718319,22.59684644,286.078,2019:08:11 11:01:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0159.JPG,85.50702844,22.59677128,286.018,2019:08:11 11:01:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0160.JPG,85.50687425,22.59669519,286.047,2019:08:11 11:01:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0161.JPG,85.50671772,22.59662025,286.085,2019:08:11 11:01:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0162.JPG,85.50656192,22.59654492,286.061,2019:08:11 11:01:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0163.JPG,85.50640739,22.596469,286.097,2019:08:11 11:01:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0164.JPG,85.50625044,22.59639528,286.126,2019:08:11 11:01:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0165.JPG,85.50609658,22.59632031,286.142,2019:08:11 11:01:55
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0166.JPG,85.50594069,22.59624372,286.115,2019:08:11 11:01:59
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0167.JPG,85.50578589,22.59616903,286.089,2019:08:11 11:02:02
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0168.JPG,85.50562958,22.59609325,286.143,2019:08:11 11:02:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0169.JPG,85.505475,22.59601839,286.113,2019:08:11 11:02:08
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0170.JPG,85.50532008,22.59594356,286.161,2019:08:11 11:02:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0171.JPG,85.50516556,22.59586831,286.159,2019:08:11 11:02:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0172.JPG,85.50501008,22.59579303,286.171,2019:08:11 11:02:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0173.JPG,85.50485669,22.59571886,286.072,2019:08:11 11:02:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0174.JPG,85.50470061,22.59564356,286.073,2019:08:11 11:02:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0175.JPG,85.50454633,22.59556828,286.115,2019:08:11 11:02:26
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0176.JPG,85.50438928,22.59549292,286.104,2019:08:11 11:02:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0177.JPG,85.50423458,22.59541669,286.126,2019:08:11 11:02:32
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0178.JPG,85.50408042,22.59534233,286.142,2019:08:11 11:02:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0179.JPG,85.50392433,22.59526653,286.127,2019:08:11 11:02:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0180.JPG,85.50377078,22.59519289,286.062,2019:08:11 11:02:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0181.JPG,85.5036145,22.59511742,286.057,2019:08:11 11:02:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0182.JPG,85.50346078,22.59504217,286.001,2019:08:11 11:02:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0183.JPG,85.50334211,22.59499592,286.057,2019:08:11 11:02:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0184.JPG,85.50327956,22.59510853,286.128,2019:08:11 11:02:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0185.JPG,85.50319978,22.59525128,286.107,2019:08:11 11:02:56
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0186.JPG,85.50321381,22.59530939,286.167,2019:08:11 11:02:59
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0187.JPG,85.50337042,22.59538661,286.091,2019:08:11 11:03:02
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0188.JPG,85.5035245,22.59546086,286.088,2019:08:11 11:03:05
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0189.JPG,85.50367972,22.59553644,286.07,2019:08:11 11:03:08
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0190.JPG,85.50383375,22.595612,286.065,2019:08:11 11:03:11
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0191.JPG,85.5039895,22.59568694,286.124,2019:08:11 11:03:14
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0192.JPG,85.50414414,22.59576253,286.142,2019:08:11 11:03:17
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0193.JPG,85.50429953,22.59583697,286.181,2019:08:11 11:03:20
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0194.JPG,85.50445444,22.59591114,286.202,2019:08:11 11:03:23
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0195.JPG,85.504611,22.59598531,286.141,2019:08:11 11:03:26
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0196.JPG,85.50476475,22.59606175,286.087,2019:08:11 11:03:29
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0197.JPG,85.50491986,22.59613858,286.121,2019:08:11 11:03:32
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0198.JPG,85.50507394,22.59621381,286.158,2019:08:11 11:03:35
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0199.JPG,85.50522892,22.59628828,286.134,2019:08:11 11:03:38
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0200.JPG,85.50538661,22.59636272,286.177,2019:08:11 11:03:41
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0201.JPG,85.50554067,22.59643806,286.14,2019:08:11 11:03:44
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0202.JPG,85.50569594,22.59651328,286.085,2019:08:11 11:03:47
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0203.JPG,85.50585061,22.59658814,286.099,2019:08:11 11:03:50
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0204.JPG,85.50600681,22.59666311,286.11,2019:08:11 11:03:53
E:/DroneSurvey/Jharkhand/11aug/100_0001/100_0001_0205.JPG,85.50616083,22.59673925,286.083,2019:08:11 11:03:56
